Date,ClosingQuote,Change ($),Change (%),Volume Traded
2016-02-15,13.6,0,0,0
2016-02-16,13.6,0,0,0
2016-02-17,13.6,0,0,0
2016-02-18,13.6,0,0,0
2016-02-19,13.6,0,0,0
2016-02-22,13.6,0,0,0
2016-02-23,13.6,0,0,726
2016-02-24,13.6,0,0,358
2016-02-25,13.6,0,0,0
2016-02-26,13.6,0,0,0
2016-02-29,13.6,0,0,0
2016-03-01,13.6,0,0,0
2016-03-02,13.6,0,0,0
2016-03-03,13.6,0,0,0
2016-03-04,13.6,0,0,0
2016-03-07,13.6,0,0,0
2016-03-08,13.6,0,0,0
2016-03-09,13.6,0,0,0
2016-03-10,13.6,0,0,0
2016-03-11,13.6,0,0,0
2016-03-14,13.6,0,0,0
2016-03-15,13.6,0,0,0
2016-03-16,13.6,0,0,0
2016-03-17,13.6,0,0,0
2016-03-18,13.6,0,0,0
2016-03-21,13.6,0,0,0
2016-03-22,13.6,0,0,0
2016-03-23,13.6,0,0,0
2016-03-24,13.25,-0.35,-2.57,16959
2016-03-29,13.25,0,0,0
2016-03-31,13.25,0,0,0
2016-04-01,13.25,0,0,0
2016-04-04,13.25,0,0,0
2016-04-05,13.25,0,0,0
2016-04-06,13.25,0,0,0
2016-04-07,13.18,-0.07,-0.53,1500
2016-04-08,13.2,0.02,0.15,36541
2016-04-11,13.2,0,0,225
2016-04-12,13.2,0,0,75
2016-04-13,13.2,0,0,0
2016-04-14,13,-0.2,-1.52,7000
2016-04-15,13,0,0,18000
2016-04-18,13,0,0,0
2016-04-19,13,0,0,0
2016-04-20,13,0,0,5780
2016-04-21,13,0,0,0
2016-04-22,12.9,-0.1,-0.77,1848
2016-04-25,13,0.1,0.78,60
2016-04-26,13,0,0,0
2016-04-27,13,0,0,0
2016-04-28,13,0,0,1875
2016-04-29,13,0,0,0
2016-05-02,13,0,0,0
2016-05-03,13,0,0,0
2016-05-04,13,0,0,0
2016-05-05,13,0,0,0
2016-05-06,13,0,0,0
2016-05-09,13,0,0,0
2016-05-10,13,0,0,0
2016-05-11,13,0,0,0
2016-05-12,12.99,-0.01,-0.08,385
2016-05-13,12.99,0,0,0
2016-05-16,12.99,0,0,0
2016-05-17,12.99,0,0,0
2016-05-18,12.99,0,0,0
2016-05-19,12.54,-0.45,-3.46,1600
2016-05-20,12.9,0.36,2.87,11779
2016-05-23,12.9,0,0,0
2016-05-24,12.9,0,0,0
2016-05-25,12.9,0,0,0
2016-05-27,12.9,0,0,0
2016-05-31,12.9,0,0,0
2016-06-01,12.9,0,0,0
2016-06-02,12.9,0,0,0
2016-06-03,12.9,0,0,0
2016-06-06,12.9,0,0,0
2016-06-07,12.9,0,0,0
2016-06-08,12.76,-0.14,-1.09,3454
2016-06-09,12.75,-0.01,-0.08,100
2016-06-10,12.75,0,0,0
2016-06-13,12.75,0,0,0
2016-06-14,12.75,0,0,0
2016-06-15,12.75,0,0,0
2016-06-16,12.75,0,0,0
2016-06-17,12.81,0.06,0.47,15200
2016-06-21,12.81,0,0,0
2016-06-22,12.81,0,0,0
2016-06-23,12.9,0.09,0.7,460
2016-06-24,12.9,0,0,6689
2016-06-27,12.9,0,0,0
2016-06-28,12.9,0,0,0
2016-06-29,13,0.1,0.78,31835
2016-06-30,13,0,0,0
2016-07-01,13,0,0,6000
2016-07-04,13,0,0,1350
2016-07-05,13,0,0,0
2016-07-07,13,0,0,0
2016-07-08,13,0,0,0
2016-07-11,13,0,0,0
2016-07-12,13,0,0,200
2016-07-13,13,0,0,0
2016-07-14,13.6,0.6,4.62,20495
2016-07-15,13.6,0,0,6131
2016-07-18,13.6,0,0,0
2016-07-19,13.5,-0.1,-0.74,200
2016-07-20,13.5,0,0,0
2016-07-21,13.5,0,0,0
2016-07-22,13.5,0,0,0
2016-07-25,13.5,0,0,250
2016-07-26,13.5,0,0,5000
2016-07-27,13.5,0,0,0
2016-07-28,13.51,0.01,0.07,25700
2016-07-29,13.51,0,0,0
2016-08-02,13.51,0,0,0
2016-08-03,13.51,0,0,0
2016-08-04,13.51,0,0,0
2016-08-05,13.51,0,0,0
2016-08-08,13.51,0,0,0
2016-08-09,13.51,0,0,0
2016-08-10,13.51,0,0,0
2016-08-11,13.51,0,0,0
2016-08-12,13.51,0,0,0
2016-08-15,13.51,0,0,0
2016-08-16,13.51,0,0,0
2016-08-17,14,0.49,3.63,7049
2016-08-18,14,0,0,0
2016-08-19,14,0,0,0
2016-08-22,14,0,0,0
2016-08-23,14,0,0,0
2016-08-24,14,0,0,0
2016-08-25,14,0,0,0
2016-08-26,14,0,0,0
2016-08-29,14,0,0,80692
2016-08-30,14,0,0,482737
2016-09-01,14,0,0,40633
2016-09-02,14,0,0,27
2016-09-05,14,0,0,41984
2016-09-06,14.02,0.02,0.14,18685
2016-09-07,14.02,0,0,0
2016-09-08,14.02,0,0,0
2016-09-09,14.02,0,0,0
2016-09-12,14.01,-0.01,-0.07,10300
2016-09-13,14.01,0,0,0
2016-09-14,14.01,0,0,0
2016-09-15,14,-0.01,-0.07,2150
2016-09-16,14.04,0.04,0.29,6000
2016-09-19,14.04,0,0,0
2016-09-20,14.04,0,0,0
2016-09-21,14.04,0,0,0
2016-09-22,14.04,0,0,0
2016-09-23,14.5,0.46,3.28,5000
2016-09-26,14.5,0,0,0
2016-09-27,14.5,0,0,0
2016-09-28,14.5,0,0,0
2016-09-29,14.5,0,0,149
2016-09-30,14.5,0,0,0
2016-10-03,14.5,0,0,0
2016-10-04,14.55,0.05,0.34,40000
2016-10-05,14.55,0,0,0
2016-10-06,14.56,0.01,0.07,110
2016-10-07,14.56,0,0,0
2016-10-10,14.56,0,0,0
2016-10-11,14.65,0.09,0.62,2000
2016-10-12,14.65,0,0,0
2016-10-13,14.65,0,0,1200
2016-10-14,14.65,0,0,0
2016-10-17,14.65,0,0,0
2016-10-18,14.65,0,0,0
2016-10-19,14.65,0,0,0
2016-10-20,14.65,0,0,0
2016-10-21,14.65,0,0,0
2016-10-24,14.65,0,0,0
2016-10-25,14.65,0,0,2219
2016-10-26,14.95,0.3,2.05,10000
2016-10-27,15,0.05,0.33,15849
2016-10-28,15,0,0,0
2016-10-31,15,0,0,0
2016-11-01,15,0,0,2525
2016-11-02,15,0,0,0
2016-11-03,15.5,0.5,3.33,3000
2016-11-04,15.5,0,0,0
2016-11-07,15.5,0,0,7317
2016-11-08,15.5,0,0,0
2016-11-09,15.5,0,0,0
2016-11-10,16,0.5,3.23,3000
2016-11-11,16.01,0.01,0.06,2000
2016-11-14,16.01,0,0,0
2016-11-15,15.63,-0.38,-2.37,82750
2016-11-16,15.5,-0.13,-0.83,90500
2016-11-17,15.5,0,0,66534
2016-11-18,15.5,0,0,20000
2016-11-21,15.5,0,0,168184
2016-11-22,15.5,0,0,150473
2016-11-23,15.5,0,0,0
2016-11-24,15.5,0,0,0
2016-11-25,15.5,0,0,0
2016-11-28,15.5,0,0,0
2016-11-29,16,0.5,3.23,150
2016-11-30,15.5,-0.5,-3.13,2000
2016-12-01,15.5,0,0,1000
2016-12-02,15.5,0,0,0
2016-12-05,15.5,0,0,62
2016-12-06,15.5,0,0,15
2016-12-07,15.5,0,0,75000
2016-12-08,15.5,0,0,0
2016-12-09,15.5,0,0,0
2016-12-12,15.5,0,0,0
2016-12-13,15.5,0,0,0
2016-12-14,15.5,0,0,0
2016-12-15,15.5,0,0,0
2016-12-16,15.5,0,0,0
2016-12-19,15.5,0,0,0
2016-12-20,15.5,0,0,0
2016-12-21,15.5,0,0,0
2016-12-22,15.5,0,0,0
2016-12-23,15,-0.5,-3.23,36443
2016-12-28,15,0,0,0
2016-12-29,15,0,0,0
2016-12-30,15,0,0,0
2017-01-03,14.76,-0.24,-1.6,5131
2017-01-04,14.76,0,0,0
2017-01-05,14.76,0,0,0
2017-01-06,14.76,0,0,0
2017-01-09,14.7,-0.06,-0.41,2221
2017-01-10,14.7,0,0,0
2017-01-11,14.7,0,0,0
2017-01-12,14.7,0,0,12025
2017-01-13,14.7,0,0,0
2017-01-16,14.7,0,0,0
2017-01-17,14.7,0,0,0
2017-01-18,14.7,0,0,0
2017-01-19,14.7,0,0,0
2017-01-20,14.7,0,0,0
2017-01-23,14.7,0,0,4000
2017-01-24,14.71,0.01,0.07,30000
2017-01-25,14.71,0,0,0
2017-01-26,14.72,0.01,0.07,11968
2017-01-27,14.72,0,0,0
2017-01-30,14.72,0,0,0
2017-01-31,14.75,0.03,0.2,14100
2017-02-01,14.75,0,0,450
2017-02-02,14.75,0,0,0
2017-02-03,14.75,0,0,0
2017-02-06,14.75,0,0,0
2017-02-07,14.75,0,0,0
2017-02-08,14.75,0,0,0
2017-02-09,14.75,0,0,0
2017-02-10,15,0.25,1.69,20394
2017-02-13,15,0,0,0
2017-02-14,15,0,0,127
2017-02-15,15,0,0,0
2017-02-16,15,0,0,0
2017-02-17,15,0,0,20948
2017-02-20,15,0,0,0
2017-02-21,15,0,0,57
2017-02-22,15,0,0,0
2017-02-23,15,0,0,0
2017-02-24,15,0,0,20940
2017-03-01,15,0,0,0
2017-03-02,15,0,0,0
2017-03-03,15,0,0,0
2017-03-06,15,0,0,0
2017-03-07,15,0,0,9850
2017-03-08,15,0,0,1500
2017-03-09,15,0,0,1500
2017-03-10,15,0,0,10000
2017-03-13,15,0,0,10000
2017-03-14,15,0,0,27182
2017-03-15,15,0,0,0
2017-03-16,15,0,0,0
2017-03-17,15,0,0,0
2017-03-20,15.01,0.01,0.07,160
2017-03-21,15.01,0,0,0
2017-03-22,15.01,0,0,0
2017-03-23,15.01,0,0,1500
2017-03-24,15.01,0,0,1000
2017-03-27,15.01,0,0,7500
2017-03-28,15.01,0,0,24534
2017-03-29,15.01,0,0,0
2017-03-31,15,-0.01,-0.07,10
2017-04-03,14.95,-0.05,-0.33,11000
2017-04-04,14.95,0,0,333
2017-04-05,14.9,-0.05,-0.33,40
2017-04-06,14.9,0,0,0
2017-04-07,14.9,0,0,63958
2017-04-10,14.9,0,0,0
2017-04-11,14.9,0,0,0
2017-04-12,14.9,0,0,86454
2017-04-13,14.9,0,0,94015
2017-04-18,14.9,0,0,34900
2017-04-19,14.9,0,0,0
2017-04-20,14.9,0,0,0
2017-04-21,15,0.1,0.67,5000
2017-04-24,15,0,0,0
2017-04-25,15,0,0,0
2017-04-26,15,0,0,0
2017-04-27,15,0,0,0
2017-04-28,15,0,0,10000
2017-05-01,15,0,0,0
2017-05-02,15,0,0,0
2017-05-03,15,0,0,0
2017-05-04,15,0,0,0
2017-05-05,15,0,0,0
2017-05-08,15,0,0,0
2017-05-09,15,0,0,0
2017-05-10,15,0,0,0
2017-05-11,15,0,0,0
2017-05-12,15,0,0,0
2017-05-15,15,0,0,0
2017-05-16,15,0,0,0
2017-05-17,15,0,0,0
2017-05-18,15,0,0,0
2017-05-19,15.01,0.01,0.07,60
2017-05-22,15.01,0,0,164
2017-05-23,15,-0.01,-0.07,6567
2017-05-24,15,0,0,1400
2017-05-25,15,0,0,0
2017-05-26,15,0,0,5000
2017-05-29,15,0,0,400
2017-05-31,15,0,0,17500
2017-06-01,15,0,0,11000
2017-06-02,15.01,0.01,0.07,30
2017-06-05,15,-0.01,-0.07,470
2017-06-06,15,0,0,0
2017-06-07,15,0,0,0
2017-06-08,15,0,0,0
2017-06-09,15,0,0,0
2017-06-12,15,0,0,0
2017-06-13,15.01,0.01,0.07,20000
2017-06-14,15.01,0,0,0
2017-06-16,15.01,0,0,0
2017-06-21,15.01,0,0,0
2017-06-22,15.01,0,0,2000
2017-06-23,15.01,0,0,0
2017-06-27,15.01,0,0,0
2017-06-28,15.01,0,0,0
2017-06-29,15.01,0,0,0
2017-06-30,15.01,0,0,0
2017-07-03,15.01,0,0,7772
2017-07-04,15.01,0,0,0
2017-07-05,15.01,0,0,0
2017-07-06,15.01,0,0,0
2017-07-07,15.01,0,0,0
2017-07-10,15.01,0,0,0
2017-07-11,15.01,0,0,5000
2017-07-12,15.01,0,0,0
2017-07-13,15.01,0,0,0
2017-07-14,15.02,0.01,0.07,6579
2017-07-17,15.02,0,0,0
2017-07-18,15.01,-0.01,-0.07,55
2017-07-19,15.01,0,0,0
2017-07-20,15.01,0,0,935
2017-07-21,15.01,0,0,0
2017-07-24,15.01,0,0,0
2017-07-25,15.01,0,0,0
2017-07-26,15.1,0.09,0.6,281
2017-07-27,15.1,0,0,0
2017-07-28,15.1,0,0,0
2017-07-31,15.02,-0.08,-0.53,49180
2017-08-02,15.01,-0.01,-0.07,21000
2017-08-03,15.01,0,0,0
2017-08-04,15.01,0,0,625
2017-08-07,15.01,0,0,40342
2017-08-08,15.01,0,0,0
2017-08-09,15.22,0.21,1.4,40258
2017-08-10,15.22,0,0,0
2017-08-11,15.22,0,0,0
2017-08-14,15.22,0,0,0
2017-08-15,15.01,-0.21,-1.38,30000
2017-08-16,15.01,0,0,0
2017-08-17,15.01,0,0,0
2017-08-18,15.01,0,0,200000
2017-08-21,15,-0.01,-0.07,125000
2017-08-22,15,0,0,0
2017-08-23,15,0,0,0
2017-08-24,15,0,0,0
2017-08-25,15,0,0,5000
2017-08-28,15,0,0,0
2017-08-29,15,0,0,1000
2017-08-30,15,0,0,0
2017-09-01,15,0,0,0
2017-09-04,15,0,0,0
2017-09-05,15,0,0,0
2017-09-06,15,0,0,0
2017-09-07,15,0,0,0
2017-09-08,15.15,0.15,1,594
2017-09-11,15.15,0,0,0
2017-09-12,15.15,0,0,15492
2017-09-13,15.15,0,0,4000
2017-09-14,15.15,0,0,0
2017-09-15,15.15,0,0,2732
2017-09-18,15.15,0,0,0
2017-09-19,15.15,0,0,0
2017-09-20,15.25,0.1,0.66,600
2017-09-21,15.25,0,0,0
2017-09-22,15.25,0,0,0
2017-09-26,15.25,0,0,0
2017-09-27,15.24,-0.01,-0.07,400
2017-09-28,15.24,0,0,6
2017-09-29,15.24,0,0,0
2017-10-02,15.23,-0.01,-0.07,5000
2017-10-03,15.15,-0.08,-0.53,187946
2017-10-04,15.1,-0.05,-0.33,184
2017-10-05,15.1,0,0,0
2017-10-06,15,-0.1,-0.66,373
2017-10-09,15,0,0,15856
2017-10-10,15,0,0,99715
2017-10-11,15,0,0,151500
2017-10-12,15,0,0,300000
2017-10-16,15,0,0,0
2017-10-17,15,0,0,8000
2017-10-19,15,0,0,1000
2017-10-20,15,0,0,0
2017-10-23,15,0,0,39700
2017-10-24,15,0,0,50000
2017-10-25,15,0,0,0
2017-10-26,15,0,0,0
2017-10-27,15,0,0,0
2017-10-30,15,0,0,0
2017-10-31,15,0,0,0
2017-11-01,15,0,0,0
2017-11-02,15.05,0.05,0.33,1350
2017-11-03,15.05,0,0,0
2017-11-06,15.05,0,0,0
2017-11-07,15,-0.05,-0.33,450
2017-11-08,15.05,0.05,0.33,164
2017-11-09,15.05,0,0,7541
2017-11-10,15.05,0,0,0
2017-11-13,15.05,0,0,2180
2017-11-14,15.05,0,0,0
2017-11-15,15.05,0,0,0
2017-11-16,15.05,0,0,17100
2017-11-17,15.05,0,0,2881
2017-11-20,15.05,0,0,0
2017-11-21,15.05,0,0,8100
2017-11-22,15.05,0,0,0
2017-11-23,15.05,0,0,400
2017-11-24,15.05,0,0,0
2017-11-27,15.05,0,0,3000
2017-11-28,15.05,0,0,0
2017-11-29,15.05,0,0,10
2017-11-30,15.05,0,0,0
2017-12-01,15.05,0,0,0
2017-12-04,15.05,0,0,700
2017-12-05,15.05,0,0,731
2017-12-06,15.05,0,0,2700
2017-12-07,15.05,0,0,0
2017-12-08,15.05,0,0,9513
2017-12-11,15,-0.05,-0.33,1800
2017-12-12,15.01,0.01,0.07,238
2017-12-13,15,-0.01,-0.07,42437
2017-12-14,15,0,0,0
2017-12-15,15,0,0,0
2017-12-18,15,0,0,0
2017-12-19,15.2,0.2,1.33,20
2017-12-20,15.2,0,0,0
2017-12-21,15.2,0,0,0
2017-12-22,15.2,0,0,0
2017-12-27,15.2,0,0,0
2017-12-28,15.2,0,0,0
2017-12-29,15.05,-0.15,-0.99,75
2018-01-02,15.05,0,0,0
2018-01-03,15,-0.05,-0.33,375
2018-01-04,15,0,0,0
2018-01-05,15,0,0,1000
2018-01-08,15,0,0,0
2018-01-09,15,0,0,0
2018-01-10,15,0,0,0
2018-01-11,15,0,0,871
2018-01-12,15.85,0.85,5.67,41530
2018-01-15,15.67,-0.18,-1.14,52920
2018-01-16,15.67,0,0,0
2018-01-17,15.67,0,0,0
2018-01-18,15.67,0,0,0
2018-01-19,15.67,0,0,0
2018-01-22,15.67,0,0,0
2018-01-23,15.67,0,0,0
2018-01-24,15.67,0,0,0
2018-01-25,15.67,0,0,0
2018-01-26,15.67,0,0,0
2018-01-29,15.67,0,0,0
2018-01-30,15.67,0,0,0
2018-01-31,15.7,0.03,0.19,80
2018-02-01,15.7,0,0,0
2018-02-02,15.7,0,0,0
2018-02-05,15.7,0,0,0
2018-02-06,15.67,-0.03,-0.19,17096
2018-02-07,15.67,0,0,0
2018-02-08,15.67,0,0,0
2018-02-09,15.67,0,0,925
2018-02-14,15.67,0,0,20094
2018-02-15,15.67,0,0,0
2018-02-16,15.67,0,0,0
2018-02-19,15.67,0,0,0
2018-02-20,15.67,0,0,2127
2018-02-21,15.67,0,0,0
2018-02-22,15.67,0,0,650
2018-02-23,15.67,0,0,0
2018-02-26,15.67,0,0,0
2018-02-27,15.67,0,0,3000
2018-02-28,15.67,0,0,200
2018-03-01,15.67,0,0,0
2018-03-02,15.67,0,0,0
2018-03-05,15.67,0,0,0
2018-03-06,15.67,0,0,0
2018-03-07,15.7,0.03,0.19,700
2018-03-08,15.7,0,0,0
2018-03-09,15.7,0,0,0
2018-03-12,15.7,0,0,0
2018-03-13,15.7,0,0,0
2018-03-14,15.7,0,0,205260
2018-03-15,15.7,0,0,0
2018-03-16,15.7,0,0,10000
2018-03-19,15.7,0,0,0
2018-03-20,15.7,0,0,0
2018-03-21,15.7,0,0,30000
2018-03-22,15.7,0,0,0
2018-03-23,15.7,0,0,0
2018-03-26,15.7,0,0,0
2018-03-27,15.7,0,0,0
2018-03-28,15.7,0,0,0
2018-03-29,15.7,0,0,0
2018-04-03,15.72,0.02,0.13,25
2018-04-04,15.72,0,0,500
2018-04-05,15.72,0,0,0
2018-04-06,15.72,0,0,0
2018-04-09,15.72,0,0,0
2018-04-10,15.72,0,0,0
2018-04-11,15.72,0,0,0
2018-04-12,15.72,0,0,600
2018-04-13,15.72,0,0,0
2018-04-16,15.72,0,0,12000
2018-04-17,15.72,0,0,4596
2018-04-18,15.72,0,0,0
2018-04-19,15.72,0,0,220
2018-04-20,15.72,0,0,0
2018-04-23,15.72,0,0,5355
2018-04-24,15.72,0,0,0
2018-04-25,15.72,0,0,0
2018-04-26,15.72,0,0,3375
2018-04-27,15.72,0,0,0
2018-04-30,15.72,0,0,0
2018-05-01,15.72,0,0,0
2018-05-02,15.72,0,0,22002
2018-05-03,15.72,0,0,1220
2018-05-04,15.72,0,0,0
2018-05-07,15.72,0,0,0
2018-05-08,15.72,0,0,0
2018-05-09,15.75,0.03,0.19,127
2018-05-10,15.75,0,0,210
2018-05-11,15.75,0,0,20
2018-05-14,15.75,0,0,1300
2018-05-15,15.75,0,0,60
2018-05-16,15.75,0,0,25
2018-05-17,15.75,0,0,0
2018-05-18,15.75,0,0,0
2018-05-21,15.75,0,0,0
2018-05-22,15.75,0,0,5859
2018-05-23,15.75,0,0,0
2018-05-24,15.75,0,0,0
2018-05-25,15.75,0,0,7130
2018-05-28,15.75,0,0,0
2018-05-29,15.75,0,0,0
2018-06-01,15.72,-0.03,-0.19,5266
2018-06-04,15.72,0,0,1000
2018-06-05,15.72,0,0,0
2018-06-06,15.72,0,0,0
2018-06-07,15.72,0,0,0
2018-06-08,15.72,0,0,0
2018-06-11,15.72,0,0,0
2018-06-12,15.73,0.01,0.06,100
2018-06-13,15.75,0.02,0.13,162249
2018-06-14,15.75,0,0,0
2018-06-18,15.75,0,0,0
2018-06-20,15.75,0,0,0
2018-06-21,15.73,-0.02,-0.13,350
2018-06-22,15.73,0,0,0
2018-06-25,15.73,0,0,242
2018-06-26,15.73,0,0,0
2018-06-27,15.73,0,0,0
2018-06-28,15.73,0,0,7822
2018-06-29,15.73,0,0,0
2018-07-02,15.75,0.02,0.13,1311
2018-07-03,15.75,0,0,0
2018-07-04,15.75,0,0,0
2018-07-05,15.75,0,0,0
2018-07-06,15.76,0.01,0.06,1618
2018-07-09,15.76,0,0,0
2018-07-10,15.76,0,0,0
2018-07-11,15.76,0,0,0
2018-07-12,15.76,0,0,0
2018-07-13,15.75,-0.01,-0.06,1500
2018-07-16,15.75,0,0,0
2018-07-17,15.75,0,0,0
2018-07-18,15.75,0,0,0
2018-07-19,15.75,0,0,0
2018-07-20,15.75,0,0,0
2018-07-23,15.75,0,0,0
2018-07-24,15.75,0,0,0
2018-07-25,15.75,0,0,0
2018-07-26,15.74,-0.01,-0.06,6460
2018-07-27,15.74,0,0,0
2018-07-30,15.75,0.01,0.06,200
2018-07-31,15.75,0,0,10
2018-08-02,15.75,0,0,1008
2018-08-03,15.75,0,0,0
2018-08-06,15.75,0,0,0
2018-08-07,15.75,0,0,250
2018-08-08,15.75,0,0,100
2018-08-09,15.75,0,0,0
2018-08-10,15.75,0,0,0
2018-08-13,15.75,0,0,0
2018-08-14,15.75,0,0,0
2018-08-15,15.75,0,0,0
2018-08-16,15.75,0,0,5
2018-08-17,15.75,0,0,0
2018-08-20,15.75,0,0,0
2018-08-21,15.75,0,0,0
2018-08-22,15.75,0,0,0
2018-08-23,15.75,0,0,0
2018-08-24,15.75,0,0,0
2018-08-27,15.75,0,0,0
2018-08-28,15.75,0,0,2386
2018-08-29,15.75,0,0,0
2018-08-30,15.75,0,0,614
2018-09-03,15.75,0,0,0
2018-09-04,15.75,0,0,0
2018-09-05,15.75,0,0,0
2018-09-06,15.75,0,0,0
2018-09-07,15.75,0,0,0
2018-09-10,15.75,0,0,36
2018-09-11,15.75,0,0,0
2018-09-12,15.75,0,0,0
2018-09-13,15.75,0,0,0
2018-09-14,15.75,0,0,0
2018-09-17,15.75,0,0,0
2018-09-18,15.75,0,0,0
2018-09-19,15.75,0,0,0
2018-09-20,15.75,0,0,0
2018-09-21,15.75,0,0,1581
2018-09-25,15.75,0,0,1000
2018-09-26,15.75,0,0,249020
2018-09-27,15.76,0.01,0.06,251063
2018-09-28,15.76,0,0,0
2018-10-01,15.76,0,0,0
2018-10-02,15.76,0,0,0
2018-10-03,15.76,0,0,0
2018-10-04,15.76,0,0,0
2018-10-05,15.75,-0.01,-0.06,114229
2018-10-08,15.75,0,0,120
2018-10-09,15.75,0,0,312
2018-10-10,15.75,0,0,4098
2018-10-11,15.76,0.01,0.06,1000
2018-10-12,15.76,0,0,11122
2018-10-15,15.76,0,0,0
2018-10-16,15.75,-0.01,-0.06,178717
2018-10-17,15.75,0,0,0
2018-10-18,15.75,0,0,0
2018-10-19,15.75,0,0,500
2018-10-22,15.75,0,0,2
2018-10-23,15.75,0,0,0
2018-10-24,15.75,0,0,0
2018-10-25,15.75,0,0,0
2018-10-26,15.73,-0.02,-0.13,150
2018-10-29,15.73,0,0,0
2018-10-30,15.73,0,0,0
2018-10-31,15.7,-0.03,-0.19,1554
2018-11-01,15.7,0,0,150
2018-11-02,15.7,0,0,0
2018-11-05,15.7,0,0,0
2018-11-07,15.7,0,0,0
2018-11-08,15.7,0,0,311
2018-11-09,15.7,0,0,0
2018-11-12,15.7,0,0,0
2018-11-13,15.6,-0.1,-0.64,64
2018-11-14,15.65,0.05,0.32,800
2018-11-15,15.7,0.05,0.32,28543
2018-11-16,15.7,0,0,0
2018-11-19,15.75,0.05,0.32,1457
2018-11-20,15.89,0.14,0.89,700
2018-11-21,15.79,-0.1,-0.63,31336
2018-11-22,15.79,0,0,0
2018-11-23,15.75,-0.04,-0.25,6600
2018-11-26,15.75,0,0,0
2018-11-27,15.79,0.04,0.25,66494
2018-11-28,15.79,0,0,0
2018-11-29,15.8,0.01,0.06,168000
2018-11-30,15.8,0,0,0
2018-12-03,15.8,0,0,0
2018-12-04,15.8,0,0,0
2018-12-05,15.8,0,0,0
2018-12-06,15.8,0,0,2000
2018-12-07,15.8,0,0,0
2018-12-10,15.8,0,0,0
2018-12-11,15.8,0,0,0
2018-12-12,15.8,0,0,0
2018-12-13,15.8,0,0,0
2018-12-14,15.8,0,0,0
2018-12-17,16,0.2,1.27,100
2018-12-18,16,0,0,0
2018-12-19,16,0,0,0
2018-12-20,16,0,0,0
2018-12-21,16,0,0,0
2018-12-24,15.86,-0.14,-0.88,6615
2018-12-27,15.86,0,0,0
2018-12-28,15.86,0,0,0
2018-12-31,15.86,0,0,0
2019-01-02,15.86,0,0,0
2019-01-03,15.86,0,0,0
2019-01-04,15.86,0,0,0
2019-01-07,16.05,0.19,1.2,19300
2019-01-08,16.01,-0.04,-0.25,100100
2019-01-09,16.01,0,0,0
2019-01-10,16.05,0.04,0.25,10
2019-01-11,16.05,0,0,0
2019-01-14,16.05,0,0,142
2019-01-15,16.05,0,0,0
2019-01-16,16.05,0,0,0
2019-01-17,16.05,0,0,0
2019-01-18,16.05,0,0,0
2019-01-21,16.05,0,0,0
2019-01-22,16.05,0,0,0
2019-01-23,16.05,0,0,0
2019-01-24,16.05,0,0,0
2019-01-25,16.05,0,0,0
2019-01-28,16.05,0,0,0
2019-01-29,16.05,0,0,0
2019-01-30,16.05,0,0,0
2019-01-31,16,-0.05,-0.31,69858
2019-02-01,16.02,0.02,0.13,6000
2019-02-04,16.05,0.03,0.19,11464
2019-02-05,16.05,0,0,0
2019-02-06,16.03,-0.02,-0.12,200
2019-02-07,16.03,0,0,0
2019-02-08,16.03,0,0,112
2019-02-11,16.03,0,0,0
2019-02-12,16.03,0,0,0
2019-02-13,16.03,0,0,0
2019-02-14,16.03,0,0,0
2019-02-15,16.03,0,0,0
2019-02-18,16.03,0,0,0
2019-02-19,16.03,0,0,0
2019-02-20,16.03,0,0,0
2019-02-21,16,-0.03,-0.19,200
2019-02-22,16,0,0,0
2019-02-25,16,0,0,0
2019-02-26,15.8,-0.2,-1.25,4870
2019-02-27,15.8,0,0,0
2019-02-28,15.8,0,0,0
2019-03-01,15.8,0,0,0
2019-03-06,15.8,0,0,200
2019-03-07,15.8,0,0,0
2019-03-08,15.8,0,0,1380
2019-03-11,15.8,0,0,0
2019-03-12,15.8,0,0,0
2019-03-13,15.8,0,0,0
2019-03-14,15.8,0,0,0
2019-03-15,15.8,0,0,100969
2019-03-18,15.8,0,0,62895
2019-03-19,15.8,0,0,0
2019-03-20,15.8,0,0,0
2019-03-21,15.8,0,0,100
2019-03-22,15.8,0,0,2219
2019-03-25,15.8,0,0,25
2019-03-26,15.83,0.03,0.19,440
2019-03-27,15.8,-0.03,-0.19,13956
2019-03-28,15.8,0,0,0
2019-03-29,15.8,0,0,0
2019-04-01,15.8,0,0,0
2019-04-02,15.8,0,0,0
2019-04-03,15.8,0,0,0
2019-04-04,16,0.2,1.27,306
2019-04-05,16,0,0,5
2019-04-08,16,0,0,1050
2019-04-09,16,0,0,0
2019-04-10,16,0,0,0
2019-04-11,16,0,0,10
2019-04-12,16,0,0,0
2019-04-15,15.8,-0.2,-1.25,1105
2019-04-16,15.8,0,0,0
2019-04-17,15.8,0,0,0
2019-04-18,15.8,0,0,0
2019-04-23,15.8,0,0,0
2019-04-24,15.8,0,0,0
2019-04-25,15.8,0,0,0
2019-04-26,15.8,0,0,0
2019-04-29,15.8,0,0,200
2019-04-30,15.8,0,0,0
2019-05-01,15.8,0,0,0
2019-05-02,15.8,0,0,0
2019-05-03,15.8,0,0,0
2019-05-06,15.8,0,0,0
2019-05-07,15.8,0,0,25843
2019-05-08,15.8,0,0,14157
2019-05-09,15.8,0,0,0
